THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 0
.  0 1 0 1 3.4641
.  1 1 1 1 3.4641
.  1 3 1 3 4.89898
.  2 1 2 1 1.645609654
.  2 3 2 3 0.931206564
.  2 5 2 5 5.289566328
THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 2
.  2 1 2 1 0.5893
.  2 3 2 3 0.38673
.  2 5 2 5 0.16051
